GEOID20,District,FriendlyId,GEOID23,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_CVAP,White_2020_CVAP,Hispanic_2020_CVAP,Black_2020_CVAP,Asian_2020_CVAP,Native_2020_CVAP,Pacific_2020_CVAP,BlackAlone_2020_CVAP,AsianAlone_2020_CVAP,NativeAlone_2020_CVAP,PacificAlone_2020_CVAP,OtherAlone_2020_CVAP,Total_2020_ACSTot,White_2020_ACSTot,Hispanic_2020_ACSTot,Black_2020_ACSTot,Asian_2020_ACSTot,Native_2020_ACSTot,Pacific_2020_ACSTot,BlackAlone_2020_ACSTot,AsianAlone_2020_ACSTot,NativeAlone_2020_ACSTot,PacificAlone_2020_ACSTot,OtherAlone_2020_ACSTot,TwoOrMore_2020_ACSTot,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
17031cust33404d7803616f9c98e28faaa4c5364489c5c541,1,17031cust33404d7803616f9c98e28faaa4c5364489c5c541,7018,182,165,5,171,112,3,180,172,5,166,159,3,166,162,2,203,196,6,195,181,9,256,18,58,178,0,1,0,178,0,1,0,0,339,18,109,224,0,1,0,0,0,292,14,36,231,0,5,0,0,0,0,0,0,342,22,115,219,0,3,0,203,0,0,0,0,2,388,4,43,340,2,10,0,0,0,348,3,37,306,2,8,0,0,0,337,7,43,275,0,0,0,0,12,356,7,52,298,0,7,0,337,7,43,287,0,6,0
17031custffa6397bea4ea2cb50253857c9f61a4759956f04,1,17031custffa6397bea4ea2cb50253857c9f61a4759956f04,7015,957,878,30,1002,784,23,1013,955,39,808,758,37,801,750,20,1093,1039,26,1072,1005,40,1627,55,157,1415,0,0,0,1415,0,0,0,0,2650,61,356,2242,0,5,0,0,0,2298,57,108,2175,0,0,0,0,0,0,0,0,3511,73,323,3128,0,5,0,3114,0,0,0,0,0,2680,55,229,2400,17,32,1,0,0,1975,52,154,1767,10,22,0,0,0,1923,32,195,1606,4,1,0,14,71,2464,40,260,2166,10,37,1,1923,32,195,1685,10,24,1
17031cust5b944120d901224b3ac605bf68f2d3e13b2ea4b5,1,17031cust5b944120d901224b3ac605bf68f2d3e13b2ea4b5,7016,348,316,15,364,289,12,363,342,19,288,264,15,284,259,11,399,377,13,393,365,16,541,8,60,461,6,9,0,461,6,9,0,0,860,7,177,680,4,8,0,0,0,692,1,82,568,6,8,0,0,0,0,0,0,931,5,262,666,3,25,13,638,3,8,0,0,13,1028,23,121,878,2,3,1,0,0,749,22,90,636,1,2,0,0,0,745,16,109,600,0,0,0,5,15,953,17,140,800,2,11,1,745,16,109,619,2,8,0
17031custbc942c61262550077eb9f814c4084f4375b31187,1,17031custbc942c61262550077eb9f814c4084f4375b31187,7013,1013,924,36,991,751,33,1004,927,62,860,800,49,851,803,24,1236,1165,37,1216,1111,57,2232,111,213,1907,1,0,0,1906,0,0,0,0,3525,188,367,2971,4,2,0,0,0,2085,184,258,1695,1,0,0,0,0,0,0,0,3234,229,333,2662,3,1,0,2650,3,0,0,18,2,3672,53,499,3144,7,34,4,0,0,2535,49,341,2153,5,28,3,0,0,2299,54,370,1813,1,1,0,5,55,3042,67,497,2521,8,48,3,2299,54,370,1895,5,38,0
17031cust8152bf99ce85a579f758a8af11858f2c0991102d,1,17031cust8152bf99ce85a579f758a8af11858f2c0991102d,7008,473,434,12,465,340,5,471,445,21,410,392,14,400,378,10,568,547,11,550,507,20,1127,32,14,1070,7,0,0,1065,7,0,1,0,1586,33,18,1528,8,2,0,0,0,1154,76,10,1044,21,0,0,0,0,0,0,0,1414,63,27,1325,7,3,0,1305,7,0,0,0,12,1777,18,56,1706,8,13,1,0,0,1240,12,31,1196,3,8,1,0,0,1203,21,24,1095,6,4,0,1,52,1592,23,36,1526,19,22,1,1203,21,24,1147,15,14,0
17031custa22db94fa9d6d8d56d705555b5fac73b842fe0e5,1,17031custa22db94fa9d6d8d56d705555b5fac73b842fe0e5,7007,855,777,30,933,710,22,942,884,48,703,650,43,692,646,23,943,901,24,927,867,32,2432,232,0,2197,3,0,0,2175,3,0,0,0,3506,230,0,3259,17,0,0,0,0,2421,204,9,2128,0,0,0,0,0,0,0,0,3844,280,51,3541,12,0,0,3500,12,0,0,0,0,2922,59,57,2818,10,22,2,0,0,2357,54,44,2266,8,18,1,0,0,2426,32,81,2210,9,10,0,5,79,2987,40,101,2839,16,59,3,2426,32,81,2304,14,47,3
17031cust6337e41ef350ed252c0431e1a1c2df9112429730,1,17031cust6337e41ef350ed252c0431e1a1c2df9112429730,7012,1033,956,24,1100,842,17,1100,1052,36,890,852,29,877,832,21,1151,1111,21,1132,1055,38,1882,22,25,1817,10,0,0,1816,0,0,0,0,2596,56,54,2478,20,0,0,0,0,1633,40,16,1581,0,0,0,0,0,0,0,0,2273,94,28,2141,0,0,0,2088,0,0,0,7,53,2885,14,76,2799,5,24,0,0,0,2160,14,50,2104,5,20,0,0,0,2172,21,89,2013,4,1,0,3,41,2727,21,138,2588,10,19,3,2172,21,89,2069,7,13,3
17031cust79c01ecd508720a837dcaac691191f3267cad632,1,17031cust79c01ecd508720a837dcaac691191f3267cad632,7009,905,823,28,989,742,23,991,930,46,702,667,24,697,656,21,1037,992,18,1012,942,31,2604,38,50,2491,18,0,0,2477,18,0,3,0,3908,40,62,3790,18,5,0,0,0,2788,101,92,2576,4,0,0,0,0,0,0,0,3887,135,114,3652,17,6,0,3588,17,0,0,0,33,3408,34,34,3348,9,46,4,0,0,2405,30,18,2361,5,25,2,0,0,2691,16,49,2563,6,2,0,6,49,3806,16,71,3738,15,29,3,2691,16,49,2637,8,24,3
17031custd8ae79b520c4019950767bfeddaa579070528950,1,17031custd8ae79b520c4019950767bfeddaa579070528950,7014,699,632,36,715,547,28,716,662,47,581,535,38,573,525,29,833,784,31,815,738,42,1712,41,269,1388,8,0,0,1380,0,0,0,0,2566,45,338,2131,52,0,0,0,0,1407,58,292,997,12,0,0,0,0,0,0,0,2043,67,406,1530,41,0,0,1507,29,0,0,13,22,2452,99,541,1825,24,26,6,0,0,1747,94,377,1273,19,17,4,0,0,1620,64,325,1161,2,2,0,8,58,2101,69,429,1615,15,70,2,1620,64,325,1233,8,59,0
17031cust8c18ceece4d256117741c90249211aa2fa784da2,1,17031cust8c18ceece4d256117741c90249211aa2fa784da2,7003,890,814,29,907,682,26,923,872,43,739,698,33,730,685,27,1034,995,18,1021,953,33,1886,52,149,1691,0,10,0,1681,0,0,0,0,2684,49,358,2367,0,9,0,0,0,1649,36,148,1469,0,4,0,0,0,0,0,0,2471,34,369,2161,0,6,0,2064,0,0,0,0,6,3017,46,64,2938,4,15,1,0,0,2201,40,43,2134,2,14,1,0,0,2249,18,40,2140,6,2,0,4,39,3060,18,75,2981,14,35,4,2249,18,40,2193,11,22,4
17031cust8790ad7bbab76d5ed26d0b0d2799d63edc5f6de9,1,17031cust8790ad7bbab76d5ed26d0b0d2799d63edc5f6de9,7004,1249,1126,52,1225,945,34,1230,1148,67,1131,1054,58,1119,1029,48,1400,1309,44,1367,1256,57,2101,167,67,1850,0,37,0,1792,0,5,19,0,2604,167,65,2367,11,42,0,0,0,2119,162,48,1896,0,56,0,0,0,0,0,0,2599,155,33,2415,14,37,0,2337,0,0,0,0,76,2666,82,63,2513,17,45,0,0,0,2165,81,41,2025,16,37,0,0,0,2209,102,61,1981,8,2,0,2,53,2591,107,99,2413,25,37,0,2209,102,61,2053,21,17,0
17031custbb65cf421fb5504efb3213a0d573e69afc05a9d4,1,17031custbb65cf421fb5504efb3213a0d573e69afc05a9d4,7006,257,232,11,271,205,8,273,255,15,212,193,15,208,192,8,291,280,6,288,267,12,738,65,13,656,2,0,0,652,1,0,0,0,978,67,13,886,12,0,0,0,0,698,149,2,622,2,0,0,0,0,0,0,0,930,73,29,833,10,0,0,816,9,0,0,0,3,679,19,14,650,6,6,1,0,0,546,16,13,520,6,5,1,0,0,732,25,8,674,1,0,0,0,24,836,25,11,797,4,7,0,732,25,8,698,1,5,0
17031custd0605a49696a380142e25f3fdad4d4cd49d08d56,1,17031custd0605a49696a380142e25f3fdad4d4cd49d08d56,7005,740,672,25,819,651,15,818,777,31,622,585,26,620,574,21,784,733,21,772,708,29,1693,136,49,1489,0,33,0,1437,0,5,16,0,2009,136,48,1821,11,38,0,0,0,1604,142,9,1421,0,9,0,0,0,0,0,0,1929,149,14,1768,15,32,0,1691,0,0,0,0,72,2060,70,31,1935,27,26,0,0,0,1840,68,24,1719,26,25,0,0,0,1841,73,40,1665,13,1,0,0,49,2057,75,42,1928,19,43,0,1841,73,40,1717,17,39,0
17031custcd18e6250d57f03b29430abf8212fbaf308543a2,1,17031custcd18e6250d57f03b29430abf8212fbaf308543a2,7023,346,319,13,366,290,11,367,345,16,314,292,15,311,289,15,372,354,10,370,341,18,635,23,117,493,4,0,0,493,4,0,0,0,866,22,137,728,3,0,0,0,0,751,24,82,640,0,0,0,0,0,0,0,0,992,18,166,841,3,0,0,799,3,0,0,6,0,907,21,137,753,4,6,0,0,0,657,18,99,540,4,4,0,0,0,640,19,76,535,1,1,0,3,5,816,19,106,692,5,12,0,640,19,76,543,4,10,0
17031cust3833d9583cb9f7c80edac265ec0fc56f6cd37f32,1,17031cust3833d9583cb9f7c80edac265ec0fc56f6cd37f32,7024,168,155,9,168,142,4,170,161,7,146,131,13,144,131,7,201,189,10,195,177,11,371,13,80,275,3,0,0,275,3,0,0,0,494,13,90,402,3,0,0,0,0,360,15,134,208,0,0,0,0,0,0,0,0,485,13,97,389,1,0,0,370,1,0,0,5,0,521,17,160,347,3,7,0,0,0,374,16,117,242,2,6,0,0,0,314,10,115,183,0,0,0,3,3,404,11,150,247,3,7,0,314,10,115,189,1,5,0
17031cust46d21d0790f13abb2608db893035a4f2f12263a1,1,17031cust46d21d0790f13abb2608db893035a4f2f12263a1,7022,539,492,16,596,467,9,599,566,23,471,435,26,476,442,17,571,537,12,560,523,17,717,11,84,617,3,0,0,617,3,0,0,0,908,11,89,816,3,0,0,0,0,638,7,43,563,10,0,0,0,0,0,0,0,760,10,111,640,3,0,0,627,3,0,0,6,0,1039,21,78,942,2,7,0,0,0,801,21,59,722,1,4,0,0,0,838,15,46,750,1,7,0,2,17,1031,15,78,940,5,17,0,838,15,46,774,5,13,0
17031cust8662ceedc6ee5fe101a61cf307b0c9ef93343923,1,17031cust8662ceedc6ee5fe101a61cf307b0c9ef93343923,7010,817,763,19,855,674,5,859,830,22,730,690,31,716,685,16,887,860,15,885,839,25,1265,13,6,1248,0,7,0,1234,0,0,0,0,1515,14,6,1501,0,8,0,0,0,1224,3,5,1216,0,14,0,0,0,0,0,0,1385,12,5,1374,0,18,0,1346,0,0,0,0,23,1748,11,31,1716,4,18,1,0,0,1323,10,24,1299,2,13,0,0,0,1256,3,38,1177,0,7,0,2,29,1544,3,51,1503,14,30,0,1256,3,38,1224,5,25,0
17031cust0a5deeab62e0fdcf9bb0f7fa3fb06136ce5a2d63,1,17031cust0a5deeab62e0fdcf9bb0f7fa3fb06136ce5a2d63,7025,683,633,16,703,536,11,707,673,27,599,571,23,593,561,16,767,749,10,752,715,18,1271,52,125,1090,6,25,0,1065,0,0,0,0,1912,52,209,1646,8,24,0,0,0,1292,17,37,1098,0,20,0,0,0,0,0,0,1693,101,285,1301,12,22,0,1279,0,0,0,0,27,1374,14,35,1328,6,7,0,0,0,1035,14,25,999,6,7,0,0,0,1107,12,60,1013,0,2,0,0,20,1408,12,96,1316,3,27,0,1107,12,60,1048,3,23,0
17031cust311ae8ce42110ce52a5919a397f99b1cf953b068,1,17031cust311ae8ce42110ce52a5919a397f99b1cf953b068,7026,971,899,21,1000,771,11,995,956,25,850,812,24,847,802,22,1096,1053,17,1076,1020,29,1371,4,23,1344,0,0,0,1344,0,0,0,0,1894,3,23,1867,0,0,0,0,0,1541,9,0,1535,0,0,0,0,0,0,0,0,2247,10,0,2236,0,0,0,2236,0,0,0,0,0,2100,18,20,2070,3,6,2,0,0,1582,15,11,1555,3,5,2,0,0,1509,2,21,1455,0,4,0,2,25,1941,4,34,1901,7,25,1,1509,2,21,1485,4,20,1
17031cust73c6098b5fae31ee400a5ea5bf1f712afc39a0b7,1,17031cust73c6098b5fae31ee400a5ea5bf1f712afc39a0b7,7011,754,706,12,802,630,6,808,776,28,663,631,24,655,631,9,822,797,11,819,779,20,1034,6,11,1014,0,0,0,1014,0,0,0,0,1180,5,11,1174,0,0,0,0,0,1451,0,15,1439,0,0,0,0,0,0,0,0,1707,0,14,1707,0,0,0,1690,0,0,0,0,4,1578,12,23,1548,8,6,1,0,0,1231,11,11,1209,5,5,1,0,0,1268,10,31,1200,5,1,0,2,19,1509,14,38,1460,12,16,1,1268,10,31,1230,12,11,0
17031cust4fadc7d2a98894ea2651f2dded897184c93656cc,1,17031cust4fadc7d2a98894ea2651f2dded897184c93656cc,8025,370,343,9,370,283,2,372,351,17,325,308,12,322,304,9,422,413,4,418,397,14,511,0,0,511,0,0,0,511,0,0,0,0,594,0,0,594,0,0,0,0,0,612,0,0,611,0,0,0,0,0,0,0,0,724,0,0,724,0,0,0,724,0,0,0,0,0,718,3,6,712,1,4,1,0,0,568,3,5,561,1,4,1,0,0,516,3,8,494,1,0,0,0,10,636,3,8,628,2,5,1,516,3,8,510,2,5,1
17031custfc179c0f12126b23b289294ce5a564bf05d2ea99,1,17031custfc179c0f12126b23b289294ce5a564bf05d2ea99,7028,367,341,7,385,299,2,393,380,10,312,297,13,311,298,8,406,394,6,400,378,15,605,0,6,600,0,0,0,600,0,0,0,0,766,0,5,760,0,0,0,0,0,569,0,0,576,0,0,0,0,0,0,0,0,768,0,0,768,0,0,0,768,0,0,0,0,0,908,3,7,899,4,6,0,0,0,659,2,4,652,1,4,0,0,0,638,1,2,616,0,2,0,1,16,811,2,6,801,0,9,0,638,1,2,633,0,8,0
17031custe19c93ecca1c296de963e0ba4489939d49b2a2b0,1,17031custe19c93ecca1c296de963e0ba4489939d49b2a2b0,7027,539,501,11,534,407,5,539,522,13,484,462,17,484,462,11,615,592,10,608,573,19,910,5,6,897,0,0,0,897,0,0,0,0,1135,5,6,1125,0,0,0,0,0,756,10,0,747,0,0,0,0,0,0,0,0,950,9,0,940,0,0,0,940,0,0,0,0,0,1247,2,9,1235,4,8,2,0,0,933,2,7,923,4,6,0,0,0,896,1,12,849,0,1,0,5,28,1096,4,22,1067,3,14,0,896,1,12,880,2,12,0
17031cust21a1bc4464124f23f58fae1e0c61d2a3c329fa2a,1,17031cust21a1bc4464124f23f58fae1e0c61d2a3c329fa2a,7029,492,463,9,489,399,2,493,480,11,429,406,21,423,395,10,579,560,7,563,537,19,780,5,0,775,0,0,0,775,0,0,0,0,980,6,0,974,0,0,0,0,0,656,15,0,638,0,0,0,0,0,0,0,0,796,16,0,782,0,0,0,782,0,0,0,0,0,1058,4,18,1038,2,6,1,0,0,790,3,15,777,2,3,1,0,0,768,0,22,717,0,1,0,2,26,949,2,29,916,4,10,0,768,0,22,742,2,9,0
17031cust6f5e9b03fc84775e402bbcc3d1eb963bf89db465,1,17031cust6f5e9b03fc84775e402bbcc3d1eb963bf89db465,7030,472,435,11,493,369,8,490,466,18,400,379,17,401,382,11,538,519,9,525,498,16,1122,23,88,1012,0,0,0,1012,0,0,0,0,1557,22,212,1324,0,0,0,0,0,1130,37,84,1011,0,0,0,0,0,0,0,0,1444,36,299,1108,0,0,0,1108,0,0,0,0,0,1040,14,74,954,5,7,0,0,0,787,14,47,722,4,6,0,0,0,790,10,68,704,0,0,0,2,6,1004,10,96,895,2,11,1,790,10,68,710,2,10,1
17031cust407a70b87d19726f568ea327c9d1ddb1538693e6,1,17031cust407a70b87d19726f568ea327c9d1ddb1538693e6,8017,971,916,16,1023,838,10,1024,996,18,905,875,27,891,858,17,1004,970,17,1001,962,18,1391,14,0,1377,0,0,0,1377,0,0,0,0,1684,14,7,1662,0,0,14,0,0,1403,14,0,1385,0,0,0,0,0,0,0,0,1669,16,6,1640,0,0,15,1631,0,0,9,0,6,1533,7,18,1514,6,9,4,0,0,1283,7,11,1263,2,9,4,0,0,1289,2,6,1258,0,0,0,2,21,1534,2,14,1521,1,13,1,1289,2,6,1280,1,5,1
17031custfd649521f91324128f6548f20d921f3553feb42e,1,17031custfd649521f91324128f6548f20d921f3553feb42e,8015,622,576,10,653,517,9,658,638,13,560,530,23,554,524,8,673,642,13,661,619,16,990,0,10,950,0,40,0,930,0,30,0,0,1146,0,10,1079,0,55,0,0,0,825,0,20,770,0,35,0,0,0,0,0,0,930,0,28,859,0,51,0,827,0,0,0,12,63,1229,4,21,1211,1,8,1,0,0,984,4,19,969,1,8,1,0,0,926,2,14,895,1,0,0,6,8,1103,2,31,1072,7,9,1,926,2,14,906,3,0,0
17031cust6665befe326501a62c4abe7df6748ca022a8ca75,1,17031cust6665befe326501a62c4abe7df6748ca022a8ca75,8028,621,578,14,615,480,8,619,598,18,564,536,19,558,523,17,708,688,11,692,651,19,874,9,13,836,0,18,0,836,0,0,0,0,1015,9,29,959,0,19,0,0,0,1030,55,53,916,0,19,0,0,0,0,0,0,1186,39,115,1061,0,108,0,1011,0,0,0,0,24,1611,12,5,1596,0,13,1,0,0,1181,12,3,1165,0,10,1,0,0,1128,2,28,1069,0,4,0,1,24,1401,2,38,1359,7,17,1,1128,2,28,1100,1,13,1
17031cust506a329b231d5228734f43ea702803b2fc38eec8,1,17031cust506a329b231d5228734f43ea702803b2fc38eec8,8016,707,665,12,768,614,10,765,732,25,627,601,20,616,593,10,774,743,15,764,719,18,980,14,4,960,0,10,0,960,0,10,0,0,1109,17,28,1081,0,10,0,0,0,920,25,30,860,0,10,0,0,0,0,0,0,1133,20,36,1091,0,8,0,1055,0,8,0,0,14,1468,9,20,1450,2,11,1,0,0,1128,5,15,1112,1,7,0,0,0,1102,12,11,1064,0,0,0,5,10,1348,15,14,1312,5,10,0,1102,12,11,1073,3,8,0
17031cust5d1a97ec14fd8b0c945b2a57294d48803561b544,1,17031cust5d1a97ec14fd8b0c945b2a57294d48803561b544,8014,964,894,23,989,777,14,988,941,32,869,830,28,855,807,21,1067,1025,19,1054,993,35,1480,30,0,1450,0,0,0,1405,0,0,0,0,1678,31,0,1647,0,0,0,0,0,1555,30,0,1530,0,0,0,0,0,0,0,0,1756,29,0,1727,0,0,0,1647,0,0,0,0,80,1926,6,29,1900,4,12,0,0,0,1502,4,17,1484,4,10,0,0,0,1436,6,30,1359,3,1,0,8,29,1755,6,48,1718,10,9,5,1436,6,30,1402,9,9,5
17031custa3b1de7c88aa89649f3ea4dec342c4f8cc171f31,1,17031custa3b1de7c88aa89649f3ea4dec342c4f8cc171f31,8007,652,599,19,649,510,8,646,615,22,574,535,28,565,531,19,732,701,13,730,681,24,1291,8,0,1283,0,0,0,1283,0,0,0,0,1594,8,0,1586,0,0,0,0,0,1037,0,18,993,0,0,0,0,0,0,0,0,1299,9,26,1289,0,0,0,1263,0,0,0,0,0,1263,9,9,1239,3,15,6,0,0,973,8,8,951,2,14,4,0,0,951,2,12,893,2,0,0,2,40,1180,3,23,1160,6,13,1,951,2,12,937,6,7,1
17031custfdac5aca88118327409ac6062ef27b4396b8af02,1,17031custfdac5aca88118327409ac6062ef27b4396b8af02,8027,807,752,19,808,644,11,814,777,29,734,699,25,725,684,21,886,861,9,879,841,22,1395,18,0,1368,0,0,0,1368,0,0,15,0,1589,17,0,1537,34,14,0,0,0,1171,15,0,1144,0,0,0,0,0,0,0,0,1473,15,0,1326,51,14,0,1312,51,0,0,81,14,1563,16,31,1521,10,20,1,0,0,1183,13,18,1152,8,20,1,0,0,1113,0,17,1070,1,0,0,2,23,1360,1,28,1335,11,14,0,1113,0,17,1098,10,9,0
17031cust507cfc28d906587f6679eba9ebb92cea71d3fc7e,1,17031cust507cfc28d906587f6679eba9ebb92cea71d3fc7e,8018,1222,1145,29,1289,1060,16,1296,1252,33,1136,1067,50,1128,1069,29,1281,1225,27,1272,1195,36,1336,36,32,1269,0,0,0,1269,0,0,0,0,1604,35,31,1549,0,0,0,0,0,2228,10,13,2217,0,0,0,0,0,0,0,0,2406,9,13,2383,0,0,0,2383,0,0,0,0,0,1971,14,37,1927,15,18,3,0,0,1622,12,29,1585,11,14,3,0,0,1651,6,28,1576,1,4,0,2,34,1883,7,44,1840,9,25,0,1651,6,28,1621,3,21,0
17031custf1b930d12aed67d2926235b1e95d2c05c4cd13c7,1,17031custf1b930d12aed67d2926235b1e95d2c05c4cd13c7,8008,1100,1025,26,1151,929,13,1152,1107,35,1019,965,41,1001,945,28,1143,1098,20,1140,1074,32,1332,0,0,1327,0,0,0,1327,0,0,4,0,1593,0,0,1593,0,5,0,0,0,1033,0,0,1024,0,0,0,0,0,0,0,0,1261,0,0,1261,0,6,0,1249,0,0,0,0,12,1732,6,9,1704,10,5,0,0,0,1444,6,7,1419,8,5,0,0,0,1410,7,8,1369,4,0,0,3,19,1652,7,12,1623,13,14,1,1410,7,8,1390,9,9,1
17031custe570d94fc17af5bcf4c0d20c361a9023c33cd2b6,1,17031custe570d94fc17af5bcf4c0d20c361a9023c33cd2b6,8009,914,844,21,937,731,12,946,906,26,796,757,27,791,750,21,1013,972,18,992,930,28,1684,12,0,1671,0,0,0,1671,0,0,0,0,2040,10,0,2015,0,0,0,0,0,1351,0,0,1343,0,0,0,0,0,0,0,0,1771,0,0,1771,0,0,0,1771,0,0,0,0,0,2008,15,26,1970,5,12,3,0,0,1547,14,14,1518,4,8,1,0,0,1582,7,25,1469,4,2,1,10,64,1943,7,34,1899,17,26,1,1582,7,25,1542,15,25,1
17031cust71b1573c6cfcd0cf62f5dc5928d5580120717b07,1,17031cust71b1573c6cfcd0cf62f5dc5928d5580120717b07,8006,1093,1013,24,1107,870,15,1112,1063,37,994,932,49,978,925,31,1200,1158,8,1183,1140,21,1969,16,14,1942,0,0,0,1942,0,0,0,0,2521,16,14,2506,0,0,0,0,0,1799,20,52,1757,0,0,0,0,0,0,0,0,2363,11,43,2353,0,0,0,2307,0,0,0,0,2,2230,19,46,2162,29,11,7,0,0,1755,14,33,1701,18,9,4,0,0,1755,21,19,1674,4,0,0,7,30,2075,21,28,2027,10,28,1,1755,21,19,1714,9,19,0
17031cust2a3f3821c9836d16a42511c3fa962372c62cda9c,1,17031cust2a3f3821c9836d16a42511c3fa962372c62cda9c,8012,698,648,21,734,604,13,733,703,24,657,614,31,646,607,20,730,700,15,721,669,33,1003,16,10,957,20,0,0,957,20,0,0,0,1230,17,9,1179,19,0,0,0,0,1131,20,0,1048,60,0,0,0,0,0,0,0,1376,21,0,1279,62,0,0,1279,62,0,0,14,0,1180,14,25,1146,17,13,0,0,0,947,14,17,915,11,10,0,0,0,925,15,18,864,1,1,0,2,24,1096,15,29,1064,11,17,0,925,15,18,896,8,16,0
17031cust85c204e332d879066405bc9d96a8271981cfc07d,1,17031cust85c204e332d879066405bc9d96a8271981cfc07d,8013,746,694,15,752,590,4,749,731,15,679,634,31,669,641,15,809,789,8,812,768,31,520,4,0,495,15,0,0,495,15,0,0,0,657,5,0,635,31,0,0,0,0,940,4,0,915,15,0,0,0,0,0,0,0,1090,6,0,1068,31,0,0,1053,16,0,0,0,15,1266,12,13,1238,9,22,2,0,0,1015,10,10,995,6,19,2,0,0,988,4,16,932,6,3,1,3,23,1162,6,22,1138,15,12,3,988,4,16,968,13,12,3
17031custf3d3333d9e16fce594c843715bfeb09331a7db6b,1,17031custf3d3333d9e16fce594c843715bfeb09331a7db6b,8029,746,698,15,759,610,6,765,734,24,686,657,22,670,644,11,811,785,15,808,761,25,1301,14,0,1288,0,0,0,1278,0,0,0,0,1776,13,0,1763,0,0,0,0,0,1121,55,0,1065,0,0,0,0,0,0,0,0,1362,10,0,1311,0,0,0,1266,0,0,0,0,87,1474,10,22,1445,9,11,0,0,0,1144,9,14,1125,2,10,0,0,0,1077,5,8,1038,0,1,0,0,25,1294,5,24,1281,1,13,0,1077,5,8,1065,0,13,0
17031custe9a780fe69a238692820a538a9721df27e8172b0,1,17031custe9a780fe69a238692820a538a9721df27e8172b0,8005,640,596,14,652,514,10,650,625,23,582,549,26,578,560,10,710,681,12,701,652,28,980,7,4,967,0,8,0,956,0,0,0,0,1181,14,3,1167,0,8,0,0,0,1026,17,5,1004,0,21,0,0,0,0,0,0,1204,9,4,1194,0,19,0,1163,0,0,0,0,27,1330,14,19,1309,5,11,0,0,0,1030,13,11,1010,4,10,0,0,0,1059,23,23,972,2,1,0,1,37,1354,27,35,1306,10,13,0,1059,23,23,1019,7,8,0
17031cust9be994f52043c7daa9cd1445f54ae1845f631ef5,1,17031cust9be994f52043c7daa9cd1445f54ae1845f631ef5,8022,485,453,8,495,389,8,499,483,12,428,409,11,428,409,9,551,530,8,537,511,11,818,1,2,807,0,7,0,807,0,0,0,0,971,1,9,954,0,7,0,0,0,794,0,8,769,0,8,0,0,0,0,0,0,949,13,35,908,0,32,0,893,0,0,0,0,6,1304,7,15,1295,2,9,2,0,0,936,6,8,931,2,6,2,0,0,822,2,16,791,0,3,0,2,8,1072,2,26,1053,2,17,0,822,2,16,807,2,8,0
17031cust0b35ec6bb526c2f75ca187730be0a25fafa5b4da,1,17031cust0b35ec6bb526c2f75ca187730be0a25fafa5b4da,8024,817,761,16,818,647,6,817,787,18,738,709,20,724,689,18,910,879,14,901,860,19,1195,15,0,1180,0,0,0,1180,0,0,0,0,1338,13,0,1325,0,0,0,0,0,1220,10,0,1210,0,0,0,0,0,0,0,0,1321,12,0,1309,0,0,0,1309,0,0,0,0,0,1369,11,12,1352,1,8,1,0,0,1049,11,6,1034,1,4,1,0,0,1151,0,19,1120,0,0,0,0,12,1471,0,19,1463,1,3,1,1151,0,19,1143,1,3,1
