GEOID20,District,FriendlyId,GEOID23,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_CVAP,White_2020_CVAP,Hispanic_2020_CVAP,Black_2020_CVAP,Asian_2020_CVAP,Native_2020_CVAP,Pacific_2020_CVAP,BlackAlone_2020_CVAP,AsianAlone_2020_CVAP,NativeAlone_2020_CVAP,PacificAlone_2020_CVAP,OtherAlone_2020_CVAP,Total_2020_ACSTot,White_2020_ACSTot,Hispanic_2020_ACSTot,Black_2020_ACSTot,Asian_2020_ACSTot,Native_2020_ACSTot,Pacific_2020_ACSTot,BlackAlone_2020_ACSTot,AsianAlone_2020_ACSTot,NativeAlone_2020_ACSTot,PacificAlone_2020_ACSTot,OtherAlone_2020_ACSTot,TwoOrMore_2020_ACSTot,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
17031custd05cb8e6d7555e21f1750d4db39aac6eca57f8e1,1,17031custd05cb8e6d7555e21f1750d4db39aac6eca57f8e1,10001,387,344,27,386,307,23,390,355,33,313,278,31,316,284,20,467,438,17,454,399,33,1195,60,321,804,4,6,0,804,4,6,0,0,2228,87,761,1414,4,8,0,0,0,1123,48,448,600,4,8,0,0,0,0,0,0,2029,63,833,1169,5,27,11,1113,5,6,0,0,11,1955,38,840,1082,4,25,8,0,0,1319,38,590,690,3,22,5,0,0,1218,44,516,616,3,3,0,3,33,1689,57,755,895,10,61,2,1218,44,516,651,7,47,1
17031cust7322782cc9d861a8bb355d89be5b1b2b968e52fe,1,17031cust7322782cc9d861a8bb355d89be5b1b2b968e52fe,10002,371,327,25,383,293,16,385,352,30,285,251,29,287,260,20,455,423,17,441,390,27,1115,144,557,409,0,0,0,409,0,0,0,0,1729,175,920,662,0,0,0,0,0,1073,67,740,266,0,0,0,0,0,0,0,0,1514,104,1101,336,0,0,0,311,0,0,0,0,0,1856,66,787,1060,8,28,1,0,0,1233,59,579,626,5,21,1,0,0,1016,44,538,416,1,6,0,0,11,1395,52,683,675,5,34,1,1016,44,538,445,2,22,1
17031cust3992f46855b25e1ba65401865f26b1dc6d3f4de2,1,17031cust3992f46855b25e1ba65401865f26b1dc6d3f4de2,10003,601,538,41,639,513,36,643,583,53,492,432,48,484,429,38,714,666,32,692,615,53,1872,64,807,973,15,18,0,968,15,18,0,0,3188,76,1583,1519,39,19,0,0,0,2049,57,789,1135,8,11,0,0,0,0,0,0,3713,66,1558,2062,55,11,0,2019,51,11,0,0,8,3823,96,2192,1576,24,72,10,0,0,2549,80,1502,967,15,52,6,0,0,2107,78,1146,845,2,0,0,4,32,2942,91,1546,1331,10,66,2,2107,78,1146,898,6,52,2
17031cust1536aebe4d30e728b2af125baf64a89dad4eaf7b,1,17031cust1536aebe4d30e728b2af125baf64a89dad4eaf7b,10004,786,706,43,751,589,36,775,696,69,671,588,65,660,599,41,960,906,26,939,856,41,1872,92,497,1234,10,10,0,1231,10,10,25,0,3099,94,902,2179,59,11,0,0,0,1892,107,487,1267,38,8,0,0,0,0,0,0,3298,108,861,2355,68,16,0,2244,18,5,0,0,61,3335,72,1119,2181,11,25,1,0,0,2154,66,823,1277,9,22,1,0,0,2058,50,655,1305,10,2,0,2,34,3097,61,898,2184,16,91,4,2058,50,655,1367,14,60,3
17031cust79477fa7effb093ad432054518246b5d8c170890,1,17031cust79477fa7effb093ad432054518246b5d8c170890,10005,275,229,35,300,238,36,306,248,53,214,168,39,217,195,15,313,274,29,308,249,42,762,91,630,42,0,0,0,42,0,0,0,0,1400,111,1233,114,0,33,0,0,0,771,83,681,0,0,0,0,0,0,0,0,0,1538,145,1391,93,3,26,0,0,0,0,0,0,0,1410,83,1204,141,1,36,3,0,0,900,79,750,76,1,18,2,0,0,851,58,734,49,1,0,0,1,8,1210,67,1047,96,9,73,3,851,58,734,56,3,57,3
17031cust83d8c0d2e702f14253347e2ddfa8f6d8a9f0c362,1,17031cust83d8c0d2e702f14253347e2ddfa8f6d8a9f0c362,10006,336,281,37,349,269,28,355,304,43,272,232,36,268,230,29,402,335,45,384,316,39,1045,84,761,198,0,0,0,198,0,0,0,0,2025,161,1550,424,0,21,0,0,0,944,110,710,123,0,0,0,0,0,0,0,0,1613,168,1252,249,0,9,0,195,0,0,0,0,0,2170,158,1738,284,8,56,2,0,0,1438,143,1129,161,5,34,1,0,0,1232,87,928,195,2,4,0,7,9,1717,107,1332,284,8,71,5,1232,87,928,215,6,52,2
17031custb65eb160db3ea11c8c66548d056c1c35e34ed073,1,17031custb65eb160db3ea11c8c66548d056c1c35e34ed073,10007,622,497,101,691,521,102,707,563,139,503,392,97,513,418,74,694,562,110,672,519,106,1332,155,905,270,1,0,0,270,0,0,0,0,2188,167,1708,335,5,0,0,0,0,1679,254,1245,212,0,0,0,0,0,0,0,0,2520,251,1898,372,7,0,0,364,1,0,0,1,5,2309,305,1806,214,13,49,5,0,0,1575,268,1193,116,7,24,2,0,0,1598,182,1253,124,9,11,1,0,18,2129,198,1712,214,27,99,7,1598,182,1253,154,22,69,5
17031custf46beb482eb0e07faba4d7a42f93b10350c455cd,1,17031custf46beb482eb0e07faba4d7a42f93b10350c455cd,10008,558,432,93,618,453,93,629,477,139,450,349,84,445,363,58,619,494,95,596,464,89,1181,159,708,315,3,0,0,315,0,0,0,0,1806,170,1234,451,7,0,0,0,0,1198,279,778,244,10,0,0,0,0,0,0,0,1798,254,1142,402,6,0,0,402,0,0,0,0,3,1908,253,1540,146,6,37,3,0,0,1356,232,1048,82,4,21,0,0,0,1324,141,1094,77,1,1,1,1,8,1755,150,1475,131,10,67,7,1324,141,1094,92,7,51,7
17031cust3256c451e53746f7dcd79ae8deff6dae8012dc0a,1,17031cust3256c451e53746f7dcd79ae8deff6dae8012dc0a,10009,655,553,70,749,599,80,765,636,114,496,425,56,501,440,41,731,643,54,698,577,74,1223,183,975,57,15,0,0,57,15,0,0,0,2526,244,2189,148,47,9,0,0,0,1780,242,1479,37,15,0,0,0,0,0,0,0,2907,292,2545,108,40,18,0,56,13,0,0,0,0,3133,300,2688,170,11,61,7,0,0,2089,281,1715,102,7,36,5,0,0,2059,200,1703,120,7,8,0,7,14,2831,230,2391,231,19,183,11,2059,200,1703,154,16,125,9
17031cust95495d4bf040c86e54f018c991fbd8286d757141,1,17031cust95495d4bf040c86e54f018c991fbd8286d757141,10010,659,524,99,774,603,93,794,641,142,511,390,97,513,406,75,707,579,99,689,529,115,1408,167,1203,43,0,0,0,43,0,0,0,0,2344,206,2061,95,0,9,0,0,0,1279,207,1053,25,0,0,0,0,0,0,0,0,2087,192,1846,82,0,16,0,51,0,0,0,0,0,2493,316,2086,110,9,27,2,0,0,1703,293,1350,64,8,20,1,0,0,1859,233,1536,63,4,0,2,7,14,2517,245,2154,124,18,150,6,1859,233,1536,92,12,110,5
17031custcd53322e4b752bc6fbd21f361a526b184a2b164f,1,17031custcd53322e4b752bc6fbd21f361a526b184a2b164f,10011,313,251,43,351,273,42,357,283,66,240,187,43,240,195,32,355,300,38,340,272,44,665,82,581,0,0,0,0,0,0,0,0,0,1318,97,1214,6,0,14,0,0,0,721,89,628,0,0,0,0,0,0,0,0,0,1211,114,1090,7,0,11,0,7,0,0,0,0,0,1317,137,1159,33,5,25,2,0,0,872,122,735,19,2,13,1,0,0,867,80,754,24,5,0,0,1,3,1173,82,1030,65,8,85,2,867,80,754,31,8,56,2
17031cust724f10ddc35d36a9e72864338cedb653e6adb92e,1,17031cust724f10ddc35d36a9e72864338cedb653e6adb92e,10012,577,477,76,608,486,63,628,518,100,466,381,74,465,389,53,661,559,81,640,524,82,1177,269,845,51,8,0,0,51,8,0,0,0,2095,293,1696,177,27,13,0,0,0,917,249,655,2,11,0,0,0,0,0,0,0,1771,274,1480,90,71,13,0,13,4,0,0,0,0,2266,344,1865,86,14,48,1,0,0,1530,305,1192,36,9,30,1,0,0,1524,197,1249,44,8,1,0,11,14,2119,208,1810,103,16,113,4,1524,197,1249,64,12,72,4
17031custfa7a65abe5d9f44fc7afbc8110bdf348fa62c7f1,1,17031custfa7a65abe5d9f44fc7afbc8110bdf348fa62c7f1,10013,655,511,116,742,577,104,754,588,156,499,380,109,508,399,85,716,567,118,698,533,125,1256,249,921,70,7,0,0,70,7,0,0,0,2314,281,1911,142,15,42,0,0,0,1189,240,953,0,0,0,0,0,0,0,0,0,2200,269,1925,32,24,38,0,4,4,0,0,0,0,2270,407,1794,67,24,33,2,0,0,1584,367,1174,34,12,20,1,0,0,1716,213,1456,29,4,1,0,5,8,2205,224,1913,78,6,136,4,1716,213,1456,48,6,109,3
17031cust974d79a0795efe2f9d8561fd67c5794fb1f35212,1,17031cust974d79a0795efe2f9d8561fd67c5794fb1f35212,10014,908,693,170,980,748,143,1002,777,214,739,542,174,755,577,132,997,779,179,964,722,174,2145,495,1615,32,0,0,0,28,0,0,0,0,3429,526,2859,71,3,17,0,0,0,2275,431,1830,22,1,0,0,0,0,0,0,0,3605,480,3093,37,2,14,0,17,0,0,0,0,12,2699,652,1983,75,25,39,3,0,0,1945,582,1322,40,18,24,2,0,0,1978,341,1553,43,8,0,0,11,22,2587,379,2099,110,11,138,2,1978,341,1553,69,8,97,2
17031cust69ec22475a8bcd2e0b37d6bd9adbcd05c28364b0,1,17031cust69ec22475a8bcd2e0b37d6bd9adbcd05c28364b0,10015,794,577,171,854,602,138,862,647,206,674,470,180,681,488,146,864,631,191,842,627,171,1661,485,1102,71,4,0,0,66,4,0,0,0,2648,548,1998,159,16,43,0,0,0,1639,423,1171,38,3,0,0,0,0,0,0,0,2659,461,2129,85,18,35,0,40,5,0,0,0,27,2113,625,1425,65,16,24,4,0,0,1561,578,943,40,9,15,3,0,0,1604,421,1118,46,4,0,0,3,12,2074,446,1542,84,8,125,4,1604,421,1118,60,7,90,4
17031cust2468e287a4c20113a38935dba5d6cc55726924c2,1,17031cust2468e287a4c20113a38935dba5d6cc55726924c2,10016,935,705,191,1068,784,176,1077,815,252,750,553,181,752,593,126,1013,750,216,982,744,190,1658,542,1062,20,37,0,0,19,37,0,0,0,2878,613,2188,102,50,2,0,0,0,1559,382,1117,32,18,0,0,0,0,0,0,0,2794,436,2299,106,32,3,0,24,31,0,0,0,3,2531,723,1727,74,24,29,2,0,0,1826,638,1146,36,12,19,2,0,0,1964,422,1455,42,8,12,0,5,20,2650,469,2063,98,19,182,4,1964,422,1455,62,14,124,4
17031custe49501ecb4b28e24fc9fa666f5e158479852880f,1,17031custe49501ecb4b28e24fc9fa666f5e158479852880f,10017,646,445,176,733,497,155,742,509,224,556,369,172,555,390,146,680,457,206,665,455,175,895,256,620,13,13,0,0,13,13,0,0,0,1331,276,1014,67,21,0,0,0,0,903,328,539,8,6,0,0,0,0,0,0,0,1288,334,923,62,15,0,0,12,15,0,0,0,0,1408,502,874,11,19,15,2,0,0,1105,450,629,7,13,9,1,0,0,1247,359,805,59,11,0,0,4,9,1555,385,1056,83,26,81,2,1247,359,805,62,15,66,1
17031cust1122b88f8bf2ef36603fb09e42aca9b7d9493b1a,1,17031cust1122b88f8bf2ef36603fb09e42aca9b7d9493b1a,10018,809,502,267,921,566,223,923,578,333,698,433,244,697,444,214,828,478,314,800,521,239,1419,566,685,161,2,0,0,161,0,0,0,0,1740,667,908,163,2,0,0,0,0,1534,612,909,29,2,0,0,0,0,0,0,0,1774,662,1054,59,2,10,0,57,0,0,0,0,2,2105,1076,929,84,20,38,2,0,0,1657,972,619,50,17,25,2,0,0,1921,743,894,216,9,9,1,13,36,2484,821,1270,364,22,88,2,1921,743,894,239,22,76,2
17031cust0ab5668ea7e7bf9b52a703ca358b294ec75f30de,1,17031cust0ab5668ea7e7bf9b52a703ca358b294ec75f30de,10019,602,398,167,666,424,145,679,446,217,496,314,162,494,334,129,656,422,204,636,444,148,1515,660,794,44,14,0,0,44,0,0,0,0,2350,839,1453,68,14,0,0,0,0,1413,649,679,65,9,0,0,0,0,0,0,0,2373,801,1229,354,11,0,0,333,0,0,0,0,13,2217,848,1183,201,22,44,3,0,0,1547,717,729,98,13,24,3,0,0,1597,536,896,133,12,0,0,4,16,2149,623,1287,241,30,93,0,1597,536,896,151,22,71,0
17031cust117d95e4b9d78314a5ed52ef6a929dceac107a1f,1,17031cust117d95e4b9d78314a5ed52ef6a929dceac107a1f,10020,429,278,123,468,290,106,470,307,155,365,231,121,369,247,98,474,296,148,459,313,115,1068,492,522,52,4,0,0,52,0,0,0,0,1653,619,973,67,4,0,0,0,0,1055,552,461,31,4,0,0,0,0,0,0,0,1602,666,819,125,2,0,0,113,0,0,0,0,2,1430,617,721,98,11,28,1,0,0,1033,528,449,54,6,20,1,0,0,1058,384,583,71,2,0,0,1,17,1390,416,844,133,12,41,0,1058,384,583,83,9,35,0
17031custe6c3b644ae9f8f4e4ebcb23aaf3b94c6cf1ebc56,1,17031custe6c3b644ae9f8f4e4ebcb23aaf3b94c6cf1ebc56,10021,326,211,99,394,238,94,397,256,135,275,173,95,272,184,74,336,209,110,336,225,94,799,342,357,99,0,0,0,99,0,0,0,0,1024,358,552,113,0,0,0,0,0,677,280,312,85,0,0,0,0,0,0,0,0,862,289,473,99,0,0,0,99,0,0,0,0,0,929,467,427,30,5,15,0,0,0,714,412,277,23,4,8,0,0,0,801,343,380,50,5,0,0,1,22,1039,384,556,92,17,37,0,801,343,380,64,14,26,0
17031cust4eaea124547d13aa70fd2fbac9b849059f127fbd,1,17031cust4eaea124547d13aa70fd2fbac9b849059f127fbd,10022,849,525,286,927,568,240,940,577,358,708,424,271,704,447,222,930,542,353,916,579,282,1191,539,646,8,0,0,0,8,0,0,0,0,1767,612,1148,8,22,0,0,0,0,1445,736,703,30,0,0,0,0,0,0,0,0,1907,766,1112,29,0,0,0,29,0,0,0,0,0,2007,974,945,65,25,16,1,0,0,1512,846,609,38,21,13,1,0,0,1552,603,842,88,3,0,0,3,13,2068,665,1236,178,20,56,0,1552,603,842,98,12,36,0
17031cust2a397f120f28f664919dd1d6ba5e37a9a9a8c624,1,17031cust2a397f120f28f664919dd1d6ba5e37a9a9a8c624,10023,684,614,45,713,576,38,724,649,64,525,466,49,530,486,34,833,774,40,815,736,50,1488,121,585,783,0,0,0,783,0,0,0,0,2596,121,1169,1320,0,0,0,0,0,1437,47,564,800,0,0,0,0,0,0,0,0,2432,63,925,1449,0,0,0,1433,0,0,0,0,16,2395,75,1097,1248,7,35,1,0,0,1624,66,799,770,6,22,1,0,0,1833,67,908,814,3,10,0,13,18,2486,71,1203,1211,13,62,3,1833,67,908,849,11,44,2
17031custeeac005ef6afbb8b461753e2fc4af83394efcb01,1,17031custeeac005ef6afbb8b461753e2fc4af83394efcb01,10024,446,408,12,539,409,10,555,518,28,312,298,10,305,291,7,495,489,2,474,451,9,1117,0,15,1103,0,0,0,1103,0,0,0,0,2277,0,48,2219,9,0,0,0,0,1447,11,21,1435,0,0,0,0,0,0,0,0,2556,10,83,2466,0,0,0,2463,0,0,0,0,0,1528,1,11,1523,2,6,1,0,0,880,1,3,877,2,5,0,0,0,1456,7,14,1407,2,0,0,0,26,2669,8,39,2629,10,23,2,1456,7,14,1438,7,14,1
17031cust7648715e3475b686dac9bf36be341713ce22a36b,1,17031cust7648715e3475b686dac9bf36be341713ce22a36b,10025,761,710,14,605,445,6,608,576,28,680,651,22,663,633,14,1028,1014,4,1008,946,29,1976,23,105,1843,0,0,0,1843,0,0,0,0,3145,75,203,2893,13,0,0,0,0,1475,21,69,1339,0,0,0,0,0,0,0,0,2233,40,103,2092,0,0,0,2090,0,0,0,0,0,3071,17,90,2972,3,13,0,0,0,1790,14,57,1721,2,9,0,0,0,1511,22,75,1365,4,2,2,5,36,2443,25,124,2300,16,39,4,1511,22,75,1404,12,21,4
17031cust5671817bc4217517c08a8ba46c13d5d5c08ab25d,1,17031cust5671817bc4217517c08a8ba46c13d5d5c08ab25d,11001,370,288,63,444,344,65,472,372,90,285,229,53,297,235,43,396,300,74,322,245,56,867,61,71,20,715,0,0,20,715,0,0,0,1610,82,69,100,1417,58,0,0,0,1410,151,105,15,1142,0,0,0,0,0,0,0,2028,140,116,84,1740,52,0,32,1740,0,0,0,0,1767,121,31,80,1540,4,1,0,0,1477,105,30,59,1289,4,1,0,0,1652,121,50,87,1363,0,0,0,31,1939,136,58,109,1635,8,0,1652,121,50,92,1386,5,0
17031cust2b65bec75ed59454ed8ece13cd7dd8ef8a86d1cf,1,17031cust2b65bec75ed59454ed8ece13cd7dd8ef8a86d1cf,11002,175,134,33,188,137,33,226,174,47,129,107,21,133,106,26,205,154,35,168,123,36,753,163,43,0,549,0,0,0,549,0,0,0,1136,235,42,0,857,0,0,0,0,620,50,5,0,533,0,0,0,0,0,0,0,976,169,23,0,783,0,0,0,783,0,0,0,0,815,31,25,63,698,1,1,0,0,680,30,21,49,580,0,0,0,0,670,22,10,42,588,0,0,0,8,789,22,11,59,698,1,0,670,22,10,45,594,0,0
17031cust3db24b9831d9e90f10c2de49c613e947b612065a,1,17031cust3db24b9831d9e90f10c2de49c613e947b612065a,11003,910,652,223,1045,720,232,1125,751,353,725,538,169,736,549,167,983,707,243,876,651,182,2874,731,267,282,1594,0,0,282,1593,0,0,0,4630,889,426,280,3031,0,0,0,0,2715,827,199,131,1538,0,0,0,0,0,0,0,4304,1012,292,122,2885,0,0,37,2878,0,0,0,83,4151,917,547,50,2647,19,6,0,0,3324,796,381,46,2106,14,3,0,0,3584,757,358,77,2349,0,0,3,40,4402,843,504,136,2940,41,5,3584,757,358,104,2372,30,4
17031custc3b3edd2d1a2b27b55163118ccd9bfc48a94b728,1,17031custc3b3edd2d1a2b27b55163118ccd9bfc48a94b728,11004,539,370,130,611,414,117,627,443,166,441,300,119,439,312,97,574,376,156,547,375,128,1152,501,161,73,416,8,0,65,411,0,0,0,1785,527,379,84,817,13,0,0,0,1181,689,107,3,436,0,0,0,0,0,0,0,1802,622,211,5,996,0,0,2,959,0,0,0,11,1536,567,348,110,509,19,3,0,0,1209,500,234,94,379,15,3,0,0,1465,405,283,68,677,1,0,4,27,1795,460,377,108,870,59,4,1465,405,283,91,702,44,3
17031cust17f30699326bca7210a2ea5ca17a83c5aaeb60e0,1,17031cust17f30699326bca7210a2ea5ca17a83c5aaeb60e0,11005,604,426,140,677,471,125,712,488,209,488,352,117,491,360,97,648,456,149,616,428,136,1769,719,469,43,534,7,0,36,518,0,0,0,2610,775,936,43,872,74,0,0,0,1683,512,416,0,733,0,0,0,0,0,0,0,2500,611,860,0,1049,66,0,0,1013,0,0,0,16,2387,644,824,38,886,16,2,0,0,1843,563,539,29,712,10,2,0,0,1937,499,469,27,900,4,2,5,31,2386,568,635,51,1140,39,10,1937,499,469,44,931,33,7
17031custc64f98b3be87d3e81231710a86ec63d1960ef6b0,1,17031custc64f98b3be87d3e81231710a86ec63d1960ef6b0,11006,811,607,162,867,648,135,915,665,236,675,502,150,688,515,134,883,675,161,829,629,153,1942,586,355,58,944,0,0,58,942,0,4,0,3465,726,891,61,1768,4,0,0,0,1790,474,369,4,930,0,0,0,0,0,0,0,3056,610,807,26,1620,0,0,9,1610,0,0,0,21,3177,693,1042,56,1398,18,3,0,0,2431,613,670,32,1118,14,3,0,0,2599,511,619,40,1414,0,0,3,12,3193,579,821,64,1742,31,2,2599,511,619,52,1425,23,0
17031cust6889f795916e3a13baa1007c9b2c8a2aca3e104b,1,17031cust6889f795916e3a13baa1007c9b2c8a2aca3e104b,11007,611,445,142,622,436,130,724,495,220,455,321,116,550,415,117,747,565,156,579,439,110,2189,254,21,4,1923,0,0,4,1923,0,0,0,3667,301,18,2,3347,1,0,0,0,2301,356,25,68,1861,0,0,0,0,0,0,0,3511,380,16,67,3049,1,0,67,3031,0,0,0,18,4094,140,72,150,3749,7,11,0,0,3355,132,60,115,3057,6,8,0,0,3434,130,86,104,3097,0,0,5,12,4056,147,105,141,3670,17,1,3434,130,86,107,3110,9,1
17031custc854624b105f7bd126e6c62cc3a47bd2b9fa51d5,1,17031custc854624b105f7bd126e6c62cc3a47bd2b9fa51d5,11008,864,565,263,961,602,248,1074,654,408,695,469,209,721,499,187,952,636,277,820,551,234,2616,516,159,54,1878,0,0,54,1878,0,4,0,4553,590,211,86,3667,7,0,0,0,2441,407,208,60,1779,0,0,0,0,0,0,0,4299,446,379,93,3357,11,0,82,3357,0,0,24,11,4264,664,189,65,3361,12,0,0,0,3509,592,144,47,2728,8,0,0,0,3626,520,190,75,2801,5,2,9,24,4263,548,232,103,3385,20,3,3626,520,190,81,2835,12,3
17031custb75425657c74a7944eba9455942afd56e061237e,1,17031custb75425657c74a7944eba9455942afd56e061237e,11009,815,526,249,921,579,250,964,596,346,631,422,192,649,456,167,903,568,291,828,542,229,2253,803,293,44,1116,0,0,44,1116,0,0,0,3604,951,440,44,2170,0,0,0,0,2390,1054,213,187,927,0,0,0,0,0,0,0,3351,1212,262,201,1674,0,0,201,1674,0,0,0,0,3196,902,483,28,1793,18,3,0,0,2526,774,325,24,1408,13,2,0,0,2851,748,336,15,1705,5,0,6,36,3626,837,459,56,2285,35,4,2851,748,336,29,1726,25,3
17031cust51aad013507559ab82e8fe4a8a9d53c6ea3005fb,1,17031cust51aad013507559ab82e8fe4a8a9d53c6ea3005fb,11010,201,129,61,201,118,59,249,152,96,173,123,44,179,132,32,227,134,79,182,119,55,373,214,37,21,100,4,0,21,100,4,0,0,589,245,91,21,231,3,0,0,0,403,190,22,30,134,0,0,0,0,0,0,0,563,247,77,27,212,0,0,27,203,0,0,0,9,572,196,48,114,208,11,0,0,0,529,183,35,114,192,9,0,0,0,561,183,38,30,305,0,0,1,4,597,203,48,35,312,4,0,561,183,38,33,307,4,0
17031cust3d7287d0d927bf9d74d8c3d91f9f6b0f0543b1f7,1,17031cust3d7287d0d927bf9d74d8c3d91f9f6b0f0543b1f7,11011,132,91,36,99,56,37,138,82,52,129,99,26,136,104,28,169,121,46,119,82,30,261,148,26,14,70,3,0,14,70,3,0,0,410,170,63,14,160,2,0,0,0,281,85,14,19,116,0,0,0,0,0,0,0,391,171,54,18,147,0,0,18,141,0,0,0,6,398,117,25,99,159,7,0,0,0,375,101,22,98,156,5,0,0,0,392,82,24,19,263,0,0,1,3,415,96,26,20,273,5,0,392,82,24,20,266,3,0
17031custa013b86d61e3f3bed13d3c25f48e5284377ac5ac,1,17031custa013b86d61e3f3bed13d3c25f48e5284377ac5ac,11012,255,143,98,269,129,97,276,127,143,221,136,81,221,135,74,276,146,106,271,171,91,376,213,37,20,100,3,0,20,100,3,0,0,592,245,91,20,232,3,0,0,0,381,345,39,21,45,0,0,0,0,0,0,0,581,256,80,27,219,0,0,27,211,0,0,0,8,574,371,74,4,127,1,0,0,0,501,330,58,4,111,1,0,0,0,531,332,68,20,97,0,0,0,14,617,363,92,34,134,17,2,531,332,68,27,104,11,1
17031cust7ab8441f6619ec09a07039f5e878132a1b6146b0,1,17031cust7ab8441f6619ec09a07039f5e878132a1b6146b0,11013,678,437,201,761,464,197,785,468,296,576,389,175,572,385,162,701,458,203,674,463,171,1175,530,270,0,375,0,0,0,375,0,0,0,2004,639,446,31,920,129,0,0,0,1040,545,165,10,325,0,0,0,0,0,0,0,1539,615,247,42,667,52,0,22,655,0,0,0,0,1723,641,348,30,709,17,0,0,0,1362,567,250,22,522,12,0,0,0,1522,504,260,24,712,0,0,6,16,1830,562,319,48,901,19,1,1522,504,260,29,718,16,1
17031cust7ec126558d5194562027fe1819e9ab21ff2b9883,1,17031cust7ec126558d5194562027fe1819e9ab21ff2b9883,11014,1217,842,304,1321,902,289,1367,923,412,1009,726,257,1011,739,225,1320,860,346,1282,905,304,2331,1338,456,75,458,8,0,65,445,8,0,0,3327,1647,684,97,891,9,0,0,0,2051,1222,396,48,369,8,0,0,0,0,0,0,3129,1539,697,99,787,8,0,87,774,8,0,0,25,3234,1539,718,47,929,13,2,0,0,2690,1367,524,31,764,13,2,0,0,2741,1190,528,36,911,5,2,9,60,3254,1323,659,79,1180,72,9,2741,1190,528,60,940,58,5
17031custfc23f385128af1157a5bc7991dcd4baa85ec6aaa,1,17031custfc23f385128af1157a5bc7991dcd4baa85ec6aaa,11015,962,744,161,1084,821,153,1102,843,217,795,639,133,796,639,116,1032,783,181,985,743,169,2138,1157,348,115,509,12,0,88,489,12,0,0,2663,1251,487,154,773,27,0,0,0,1819,811,387,88,506,12,0,0,0,0,0,0,2362,954,496,94,789,24,0,94,768,13,0,0,36,2987,864,1369,228,551,46,4,0,0,2311,803,887,153,474,30,3,0,0,2501,827,791,181,619,1,0,16,66,3044,894,1043,306,778,67,6,2501,827,791,210,641,51,5
17031cust482f3b11476114fe3fae47900f84c83a44ade27a,1,17031cust482f3b11476114fe3fae47900f84c83a44ade27a,11016,1010,758,191,1134,839,176,1159,880,244,856,656,173,860,657,163,1039,751,211,1002,741,184,2187,1139,487,44,512,0,0,11,505,0,0,0,3005,1317,940,90,724,61,0,0,0,2017,1114,469,24,445,0,0,0,0,0,0,0,3027,1196,895,33,919,60,0,21,886,0,0,0,29,2862,1098,1105,133,544,59,1,0,0,2246,982,739,95,433,38,1,0,0,2486,1049,714,77,562,5,0,27,52,2918,1173,905,129,699,68,0,2486,1049,714,109,588,63,0
17031custa64ec04a2b3ec5c3b6dd14248eb6222e7d59483e,1,17031custa64ec04a2b3ec5c3b6dd14248eb6222e7d59483e,11017,585,393,159,667,445,164,682,467,204,485,332,135,485,322,138,595,393,164,589,397,154,1494,611,279,70,536,0,0,70,536,0,0,0,2205,697,511,229,787,26,0,0,0,1458,488,383,55,509,0,0,0,0,0,0,0,2397,670,729,194,817,32,0,194,804,0,0,0,0,1672,623,447,85,530,25,0,0,0,1260,500,294,56,421,11,0,0,0,1331,397,307,52,546,7,0,3,19,1697,489,407,113,698,36,2,1331,397,307,73,554,32,0
